smiles,dose,freq,treatment_time,target_binding,immune_activation,immune_cell_activation,inflammation_risk,toxicity_risk,efficacy
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,535.897,0.0348,4965.7,0.9823,0.2664,0.2798,0.0906,0.0,0.8216
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,339.715,0.922,2709.6,0.9312,0.5114,0.4423,0.3173,0.2082,0.9459
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,554.784,0.3268,1481.9,0.0995,0.4861,0.4448,0.0788,0.2265,0.3137
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,2526.91,0.6089,1634.4,0.8657,0.3501,0.2635,0.1072,0.3816,0.8386
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,28.986,0.9736,1504.5,0.9023,0.3839,0.3066,0.0642,0.2016,0.6043
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,3.009,0.636,1507.0,0.9799,0.537,0.5781,0.1937,0.3152,0.6059
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,67.163,0.7664,2631.8,0.8956,0.4001,0.3519,0.0,0.1444,0.7142
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,156.537,1.9454,3091.8,0.9622,0.4343,0.4478,0.0356,0.0272,0.9217
N.N.[Pt]=O,40.966,0.3244,1460.9,0.4303,0.4576,0.4389,0.1421,0.1001,0.3805
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,9.446,0.9846,3257.0,0.963,0.5384,0.4429,0.3149,0.1497,0.6733
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.841,0.995,4454.0,0.9315,0.1449,0.0539,0.0865,0.0641,0.6702
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,20.928,1.0124,3836.0,0.9949,0.1625,0.1706,0.0669,0.0499,0.7158
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,62.916,0.3342,1429.9,0.8501,0.3198,0.2388,0.1964,0.2515,0.5987
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.991,1.0338,4817.5,1.0,0.5097,0.439,0.1626,0.4148,0.6764
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,48.269,0.9611,3997.1,0.9231,0.099,0.138,0.165,0.0994,0.7881
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,419.663,0.03,4606.9,0.9465,0.1735,0.1272,0.0677,0.0311,0.9491
O=C1OC2NC(=O)NC2C1O.[Pt],1143.472,0.3171,1356.4,0.3285,0.4067,0.4336,0.1467,0.3634,0.4551
O=C1OC2NC(=O)NC2C1O.[Pt],693.712,0.3446,1381.6,0.307,0.3981,0.3627,0.0494,0.1436,0.5753
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,333.363,1.87,2704.2,0.9484,0.4267,0.3699,0.156,0.0691,0.9277
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,276.547,2.1259,4690.9,0.9109,0.4441,0.429,0.0162,0.1728,0.9262
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,5.249,1.0603,4308.7,0.9895,0.2889,0.2765,0.1906,0.1228,0.6978
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,315.633,0.9683,3037.7,0.924,0.397,0.4653,0.301,0.1852,0.8885
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1023.266,0.9286,3199.1,0.9007,0.4427,0.3091,0.2875,0.1268,0.8672
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2598.663,2.0114,3217.1,0.5276,0.428,0.443,0.2344,0.15,0.6706
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,570.815,1.974,2645.0,0.9232,0.4557,0.3777,0.2293,0.2043,0.8978
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,47.268,0.3261,1664.2,0.8368,0.3827,0.3773,0.0044,0.1074,0.5527
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,61.266,0.3451,1446.1,0.8287,0.4954,0.4083,0.1717,0.3116,0.5738
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.256,1.0734,3819.9,0.6234,0.1831,0.1559,0.0133,0.0492,0.4627
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1406.464,0.978,3123.2,0.9685,0.5305,0.5447,0.3236,0.1084,0.8788
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,664.289,0.7057,2616.0,0.9104,0.4516,0.3607,0.0575,0.294,0.8399
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,619.022,0.3549,1635.8,0.0986,0.3318,0.226,0.1306,0.2718,0.4337
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,97.796,0.336,1448.7,0.7999,0.3677,0.4281,0.1077,0.2218,0.6614
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,21.78,1.0351,2849.4,0.9946,0.261,0.1991,0.4761,0.2953,0.7362
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,109.7,0.3069,1401.8,0.9494,0.4186,0.3327,0.1637,0.2633,0.7374
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,93.084,0.3043,1730.2,0.7716,0.4966,0.5615,0.1014,0.1965,0.6019
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,107.507,0.3537,2122.6,0.9353,0.878,0.7853,0.1763,0.067,0.763
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.884,1.0896,4679.4,0.9515,0.4157,0.3102,0.1617,0.4441,0.5932
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,56.73,0.3511,1577.6,0.7908,0.3112,0.2415,0.179,0.321,0.6256
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.859,0.9236,3995.7,0.9593,0.4715,0.4488,0.1127,0.1915,0.5694
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,145.508,0.7224,3045.5,0.9032,0.4409,0.3524,0.0875,0.2371,0.7859
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,28.366,0.9292,3965.8,0.9735,0.248,0.2513,0.0905,0.0612,0.7006
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2424.556,2.1633,2882.5,0.5021,0.4201,0.3138,0.2487,0.1406,0.7171
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,15.498,1.0929,1519.0,0.9175,0.5454,0.4811,0.1042,0.1104,0.6696
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,376.2,0.3021,2284.6,0.9506,0.7305,0.582,0.384,0.3022,0.8262
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,334.66,1.0853,2468.2,0.9183,0.2894,0.2146,0.3532,0.2077,0.817
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,29.956,0.9032,4394.6,0.9949,0.2078,0.0978,0.1435,0.0437,0.795
N.N.[Pt]=O,64.312,0.3223,1393.1,0.4055,0.642,0.553,0.1532,0.2509,0.4008
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,659.245,1.8036,3059.9,0.8593,0.3205,0.3747,0.2882,0.1592,0.9469
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2600.951,2.0139,2892.0,0.5354,0.3595,0.2742,0.2601,0.1248,0.6195
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,494.358,0.0318,3783.3,0.8837,0.0829,0.1134,0.0351,0.0203,0.8487
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.456,0.9697,4793.2,1.0,0.2297,0.1623,0.0085,0.0,0.6757
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,98.799,0.3539,2006.0,0.9038,0.7744,0.7019,0.1359,0.0681,0.6615
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,2607.616,0.7341,1534.5,0.8868,0.5407,0.4232,0.117,0.3766,0.8244
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,129.133,0.3064,1472.1,0.875,0.4346,0.4275,0.3544,0.597,0.6664
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,90.715,0.3359,1677.6,0.9215,0.4778,0.5076,0.1859,0.2476,0.6823
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1312.748,1.0305,2600.0,0.9101,0.4621,0.52,0.2854,0.1185,0.9169
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,189.202,0.3415,1845.0,0.8519,0.6606,0.6738,0.2255,0.1304,0.7111
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,185.654,0.3477,1980.0,0.9143,0.6849,0.5229,0.1869,0.1926,0.8496
N.N.[Pt]=O,85.893,0.2972,1379.5,0.3968,0.413,0.4647,0.2465,0.244,0.4598
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.627,1.0628,2590.0,0.9682,0.2915,0.2148,0.3199,0.1522,0.6393
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,49.907,1.0842,1570.1,0.6185,0.3926,0.3318,0.0119,0.0869,0.5274
N.N.[Pt]=O,162.417,0.3113,1360.1,0.391,0.3138,0.221,0.3304,0.5147,0.4354
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,87.418,0.3071,1358.5,0.9144,0.3678,0.3071,0.042,0.1017,0.7069
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,685.681,0.7901,3192.2,0.9234,0.4384,0.4758,0.0577,0.2863,0.8013
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2119.061,2.1159,2922.7,0.5012,0.3036,0.25,0.2214,0.1347,0.6992
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,24.202,1.0628,4637.0,0.9699,0.2393,0.1149,0.0737,0.0688,0.7861
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,0.749,0.6232,1609.3,0.9834,0.3488,0.3585,0.0564,0.0583,0.6146
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,504.473,1.0262,9824.6,0.7758,0.4619,0.4265,0.6195,0.4263,0.8983
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,53.334,0.941,1339.8,0.6486,0.2083,0.1379,0.0303,0.089,0.507
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.265,1.0221,3938.2,0.9911,0.0414,0.0,0.0525,0.0288,0.6523
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,104.703,0.8227,2738.9,0.9155,0.3751,0.2347,0.0499,0.2319,0.6905
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,4.804,1.0106,3797.7,0.9456,0.1671,0.2174,0.1706,0.1308,0.6514
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,490.903,0.3492,1477.4,0.1767,0.4169,0.3122,0.1493,0.2296,0.4798
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,313.397,1.8327,3816.5,0.9812,0.5612,0.4494,0.0426,0.1738,0.9577
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,208.726,0.3605,1894.8,0.8821,0.7483,0.6924,0.2492,0.1532,0.8281
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,84.272,0.3056,1600.4,0.9193,0.2961,0.2529,0.0846,0.0855,0.6546
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.456,1.0266,4366.0,0.9624,0.2999,0.2278,0.0852,0.0622,0.6919
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,1309.58,2.1422,3224.1,0.4974,0.3925,0.3114,0.1195,0.083,0.6813
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.912,0.9064,4468.2,0.9559,0.1153,0.101,0.1147,0.0865,0.7075
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,269.729,0.9222,2646.4,0.9714,0.4417,0.3832,0.3521,0.195,0.8525
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,109.851,0.3499,1682.5,0.709,0.4775,0.3966,0.1376,0.2367,0.6729
N.N.[Pt]=O,37.313,0.3172,1600.0,0.4348,0.6087,0.4389,0.1116,0.1012,0.3377
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,22.574,1.0005,3868.7,1.0,0.2371,0.3324,0.1601,0.05,0.7019
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,10.255,1.0168,4514.2,0.5328,0.227,0.336,0.0357,0.0252,0.4956
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2986.712,2.1919,2739.4,0.5369,0.4071,0.374,0.2503,0.1346,0.7833
N.N.[Pt]=O,79.537,0.3393,1443.8,0.4248,0.2966,0.1715,0.18,0.2078,0.4695
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,202.39,0.3352,2282.8,0.8505,0.8139,0.6463,0.2376,0.1106,0.7974
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,345.272,1.0897,3048.7,0.9467,0.4908,0.4382,0.3929,0.2005,0.8537
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,219.578,0.3013,1708.0,0.9475,0.4082,0.3242,0.2751,0.4867,0.7916
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,54.296,0.923,4402.8,0.973,0.1689,0.2726,0.1388,0.0887,0.7509
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2791.001,1.968,2887.5,0.476,0.4648,0.4914,0.2137,0.1339,0.733
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,129.586,0.9382,7850.6,0.7976,0.4906,0.4418,0.2063,0.0744,0.806
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,611.282,0.9775,2548.0,0.9798,0.5914,0.4541,0.1073,0.0517,0.8228
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,99.57,0.3202,2162.3,0.936,0.6961,0.634,0.1361,0.0771,0.6443
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.354,0.6992,1308.9,0.9542,0.3916,0.4316,0.0579,0.1327,0.5769
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.257,0.7028,1714.1,0.9724,0.3641,0.2953,0.1556,0.1231,0.6092
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1444.407,0.9665,2776.9,0.9671,0.4145,0.3357,0.3096,0.1575,0.8417
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,131.183,1.0823,7452.9,0.8077,0.4462,0.4653,0.1956,0.0964,0.7756
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,259.702,0.034,3847.0,0.9257,0.1959,0.1815,0.0282,0.0243,0.8502
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,590.274,1.0001,2799.1,0.9191,0.3327,0.2623,0.5318,0.4332,0.9106
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,164.129,1.8481,3025.3,0.9444,0.5298,0.4255,0.1419,0.1768,0.8174
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,207.942,0.3617,1477.9,0.7822,0.4627,0.2821,0.2736,0.4569,0.6752
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,225.387,0.3274,1888.4,0.8464,0.7894,0.6689,0.241,0.1621,0.7297
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2606.506,1.9609,2917.8,0.5152,0.456,0.368,0.2362,0.1349,0.702
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,66.155,0.3351,1611.6,0.791,0.5647,0.4268,0.1984,0.2617,0.5994
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,151.065,0.9625,2453.0,0.9393,0.4199,0.2809,0.1932,0.0997,0.8293
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.166,0.6519,1727.5,0.9865,0.4188,0.2786,0.0739,0.193,0.6044
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,523.557,0.0297,3910.9,0.9389,0.1808,0.1494,0.0365,0.0374,0.8447
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2361.456,1.0026,3158.7,0.8926,0.3305,0.2327,0.4695,0.2287,0.9346
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,643.625,0.9453,2470.0,0.9328,0.4714,0.4533,0.1592,0.0701,0.9397
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,0.637,0.6999,1488.7,0.986,0.5104,0.4473,0.0366,0.047,0.6132
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,107.564,1.0757,1599.7,0.5565,0.475,0.4279,0.0975,0.2325,0.6299
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,255.944,0.9305,9321.7,0.8089,0.4168,0.4096,0.3999,0.2403,0.8312
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,35.569,1.0185,1145.6,0.8897,0.4024,0.4251,0.0711,0.2097,0.6216
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,490.339,0.9225,7729.8,0.79,0.3636,0.3597,0.602,0.4398,0.7673
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,9.322,1.0408,2777.8,0.9822,0.4006,0.2671,0.3135,0.1727,0.6381
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,112.891,0.3573,1626.8,0.809,0.3444,0.3102,0.2838,0.5763,0.6897
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2538.907,1.0399,2999.9,0.931,0.3877,0.4332,0.4886,0.2304,0.8839
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,194.131,1.0015,8197.0,0.7807,0.3923,0.3108,0.3791,0.2455,0.8095
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1361.285,0.9133,2640.3,0.931,0.3474,0.3397,0.2806,0.1111,0.871
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.885,1.0327,3817.0,0.9504,0.2712,0.1931,0.1438,0.0652,0.7076
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,429.309,0.0362,4472.5,0.8906,0.1582,0.2658,0.0301,0.0504,0.9495
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,80.81,0.3526,1726.9,0.9603,0.362,0.2437,0.1361,0.2528,0.7336
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2322.93,0.9292,2669.4,0.9216,0.3208,0.2571,0.423,0.2232,0.8664
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,14.066,1.0803,1458.5,0.9004,0.4783,0.3694,0.0,0.1306,0.6242
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,189.12,1.0781,1647.6,0.6412,0.3985,0.3913,0.1562,0.4525,0.6622
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,54.521,0.3242,1631.1,0.7735,0.5152,0.4123,0.0581,0.1046,0.5885
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.976,0.9799,4560.3,1.0,0.1649,0.1714,0.1442,0.0538,0.6654
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1289.956,0.7516,2507.9,0.9321,0.2938,0.2637,0.1194,0.5911,0.837
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,119.711,0.3069,1444.0,0.8355,0.4468,0.3825,0.2854,0.6131,0.6354
N.N.[Pt]=O,84.103,0.3382,1731.8,0.4211,0.348,0.2844,0.186,0.263,0.4607
N.N.[Pt]=O,72.18,0.3337,1411.2,0.459,0.5188,0.4769,0.1984,0.2087,0.3797
N.N.[Pt]=O,36.724,0.3453,1614.9,0.4341,0.3403,0.3797,0.1123,0.1462,0.3729
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,65.777,0.9239,1447.6,0.8421,0.4114,0.4017,0.1102,0.4116,0.6235
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,302.531,1.9422,3729.7,0.9022,0.5531,0.5112,0.1384,0.1814,0.9271
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,545.207,0.3076,1617.3,0.1567,0.641,0.5371,0.1572,0.2514,0.4367
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,296.504,1.0453,3032.1,0.9001,0.3216,0.2575,0.357,0.2161,0.862
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,213.291,0.3376,1679.3,0.7965,0.4146,0.4465,0.1889,0.462,0.6596
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,233.462,0.9452,8708.5,0.7972,0.3756,0.4313,0.404,0.187,0.7934
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,161.774,0.3234,1345.8,0.9461,0.5248,0.3987,0.1845,0.2111,0.7638
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1126.918,0.3258,1486.9,0.0839,0.5245,0.5228,0.2417,0.4441,0.4347
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,333.396,2.1935,3017.8,0.8804,0.422,0.3084,0.152,0.0887,0.8958
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,136.224,0.7002,3080.9,0.8692,0.4986,0.4361,0.0041,0.2784,0.7172
N.N.[Pt]=O,72.132,0.3169,1515.0,0.4288,0.3575,0.3472,0.2091,0.2622,0.4327
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,636.535,0.6753,1319.5,0.9155,0.4073,0.3402,0.0478,0.0919,0.8067
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.162,1.0284,3907.5,0.9678,0.2873,0.1599,0.0942,0.2371,0.7164
N.N.[Pt]=O,38.657,0.3177,1465.6,0.4498,0.417,0.3606,0.1044,0.12,0.4075
O=C1OC2NC(=O)NC2C1O.[Pt],672.463,0.304,1669.3,0.3029,0.4408,0.3609,0.1554,0.1525,0.5721
